date,action,ticker,name,value,contraticker,contraname,_ticker
2007-10-17,split,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2,N/A,N/A,CTSH
2004-06-18,split,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2,N/A,N/A,CTSH
2003-04-02,split,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,3,N/A,N/A,CTSH
2000-03-17,split,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2,N/A,N/A,CTSH
2014-05-22,split,CUBI,CUSTOMERS BANCORP INC,1.1,N/A,N/A,CUBI
2019-06-17,split,CUZ,COUSINS PROPERTIES INC,0.25,N/A,N/A,CUZ
2000-10-03,split,CUZ,COUSINS PROPERTIES INC,1.5,N/A,N/A,CUZ
2006-01-27,split,CVBF,CVB FINANCIAL CORP,1.25,N/A,N/A,CVBF
2005-01-14,split,CVBF,CVB FINANCIAL CORP,1.25,N/A,N/A,CVBF
2003-01-22,split,CVBF,CVB FINANCIAL CORP,1.25,N/A,N/A,CVBF
2002-01-22,split,CVBF,CVB FINANCIAL CORP,1.25,N/A,N/A,CVBF
2000-02-01,split,CVBF,CVB FINANCIAL CORP,1.25,N/A,N/A,CVBF
1998-01-21,split,CVBF,CVB FINANCIAL CORP,1.5,N/A,N/A,CVBF
2005-02-01,split,CVCO,CAVCO INDUSTRIES INC,2,N/A,N/A,CVCO
2026-05-08,split,CVNA,CARVANA CO,5,N/A,N/A,CVNA
2005-06-07,split,CVS,CVS HEALTH CORP,2,N/A,N/A,CVS
1998-06-16,split,CVS,CVS HEALTH CORP,2,N/A,N/A,CVS
1998-06-22,split,CVSA,COVISTA INC,2,N/A,N/A,CVSA
2004-09-13,split,CVX,CHEVRON CORP,2,N/A,N/A,CVX
2006-04-24,split,CW,CURTISS WRIGHT CORP,2,N/A,N/A,CW
2003-12-18,split,CW,CURTISS WRIGHT CORP,2,N/A,N/A,CW
2015-05-15,split,CWEN,CLEARWAY ENERGY INC,2,N/A,N/A,CWEN
2011-06-13,split,CWT,CALIFORNIA WATER SERVICE GROUP,2,N/A,N/A,CWT
1998-01-26,split,CWT,CALIFORNIA WATER SERVICE GROUP,2,N/A,N/A,CWT
1998-09-15,split,CXT,CRANE NXT CO,1.5,N/A,N/A,CXT
2007-07-09,split,CXW,CORECIVIC INC,2,N/A,N/A,CXW
2006-09-14,split,CXW,CORECIVIC INC,1.5,N/A,N/A,CXW
2001-05-18,split,CXW,CORECIVIC INC,0.1,N/A,N/A,CXW
2013-06-25,split,CYTK,CYTOKINETICS INC,0.16667,N/A,N/A,CYTK
2007-11-20,split,D,DOMINION ENERGY INC,2,N/A,N/A,D
2023-01-06,split,DAVE,DAVE INC,0.03125,N/A,N/A,DAVE
2012-03-26,split,DCI,DONALDSON CO INC,2,N/A,N/A,DCI
2004-03-22,split,DCI,DONALDSON CO INC,2,N/A,N/A,DCI
1998-01-14,split,DCI,DONALDSON CO INC,2,N/A,N/A,DCI
2026-06-24,split,DD,DUPONT DE NEMOURS INC,0.33333,N/A,N/A,DD
2019-06-03,split,DD,DUPONT DE NEMOURS INC,0.33333,N/A,N/A,DD
2000-06-19,split,DD,DUPONT DE NEMOURS INC,3,N/A,N/A,DD
2007-12-04,split,DE,DEERE & CO,2,N/A,N/A,DE
2024-09-17,split,DECK,DECKERS OUTDOOR CORP,6,N/A,N/A,DECK
2010-07-06,split,DECK,DECKERS OUTDOOR CORP,3,N/A,N/A,DECK
2018-12-28,split,DELL,DELL TECHNOLOGIES INC,1.8066,N/A,N/A,DELL
2009-09-11,split,DG,DOLLAR GENERAL CORP,0.61209,N/A,N/A,DG
2005-06-21,split,DGX,QUEST DIAGNOSTICS INC,2,N/A,N/A,DGX
2001-06-01,split,DGX,QUEST DIAGNOSTICS INC,2,N/A,N/A,DGX
2005-03-17,split,DHI,HORTON D R INC,1.33333,N/A,N/A,DHI
2004-01-13,split,DHI,HORTON D R INC,1.5,N/A,N/A,DHI
2002-04-10,split,DHI,HORTON D R INC,1.5,N/A,N/A,DHI
2010-06-14,split,DHR,DANAHER CORP,2,N/A,N/A,DHR
2004-05-21,split,DHR,DANAHER CORP,2,N/A,N/A,DHR
1998-06-01,split,DHR,DANAHER CORP,2,N/A,N/A,DHR
2011-09-01,split,DINO,HF SINCLAIR CORP,2,N/A,N/A,DINO
2006-06-02,split,DINO,HF SINCLAIR CORP,2,N/A,N/A,DINO
2004-08-31,split,DINO,HF SINCLAIR CORP,2,N/A,N/A,DINO
2001-07-09,split,DINO,HF SINCLAIR CORP,2,N/A,N/A,DINO
2007-07-31,split,DIOD,DIODES INC,1.5,N/A,N/A,DIOD
2005-12-01,split,DIOD,DIODES INC,1.5,N/A,N/A,DIOD
2003-11-26,split,DIOD,DIODES INC,1.5,N/A,N/A,DIOD
2000-07-17,split,DIOD,DIODES INC,1.5,N/A,N/A,DIOD
1998-07-10,split,DIS,WALT DISNEY CO,3,N/A,N/A,DIS
2007-10-22,split,DKS,DICK'S SPORTING GOODS INC,2,N/A,N/A,DKS
2004-04-06,split,DKS,DICK'S SPORTING GOODS INC,2,N/A,N/A,DKS
2012-06-27,split,DLTR,DOLLAR TREE INC,2,N/A,N/A,DLTR
2010-06-25,split,DLTR,DOLLAR TREE INC,1.5,N/A,N/A,DLTR
2000-06-20,split,DLTR,DOLLAR TREE INC,1.5,N/A,N/A,DLTR
1998-06-30,split,DLTR,DOLLAR TREE INC,1.5,N/A,N/A,DLTR
2004-03-02,split,DOC,HEALTHPEAK PROPERTIES INC,2,N/A,N/A,DOC
2012-06-18,split,DORM,DORMAN PRODUCTS INC,2,N/A,N/A,DORM
2005-03-29,split,DORM,DORMAN PRODUCTS INC,2,N/A,N/A,DORM
2002-05-02,split,DRI,DARDEN RESTAURANTS INC,1.5,N/A,N/A,DRI
2012-07-03,split,DUK,DUKE ENERGY CORP,0.33333,N/A,N/A,DUK
2001-01-29,split,DUK,DUKE ENERGY CORP,2,N/A,N/A,DUK
2013-09-09,split,DVA,DAVITA INC,2,N/A,N/A,DVA
2004-06-16,split,DVA,DAVITA INC,1.5,N/A,N/A,DVA
2004-11-16,split,DVN,DEVON ENERGY CORP,2,N/A,N/A,DVN
2022-06-13,split,DXCM,DEXCOM INC,4,N/A,N/A,DXCM
2008-10-01,split,DXPE,DXP ENTERPRISES INC,2,N/A,N/A,DXPE
1998-07-20,split,DXPE,DXP ENTERPRISES INC,0.5,N/A,N/A,DXPE
2000-02-17,split,DY,DYCOM INDUSTRIES INC,1.5,N/A,N/A,DY
1999-01-05,split,DY,DYCOM INDUSTRIES INC,1.5,N/A,N/A,DY
2006-12-01,split,EAT,BRINKER INTERNATIONAL INC,1.5,N/A,N/A,EAT
2001-01-17,split,EAT,BRINKER INTERNATIONAL INC,1.5,N/A,N/A,EAT
2005-02-17,split,EBAY,EBAY INC,2,N/A,N/A,EBAY
2003-08-29,split,EBAY,EBAY INC,2,N/A,N/A,EBAY
2000-05-25,split,EBAY,EBAY INC,2,N/A,N/A,EBAY
1999-03-02,split,EBAY,EBAY INC,3,N/A,N/A,EBAY
2024-10-31,split,ECG,EVERUS CONSTRUCTION GROUP INC,50972,N/A,N/A,ECG
2003-06-09,split,ECL,ECOLAB INC,2,N/A,N/A,ECL
1998-01-16,split,ECL,ECOLAB INC,2,N/A,N/A,ECL
2006-10-26,split,EHC,ENCOMPASS HEALTH CORP,0.2,N/A,N/A,EHC
2012-01-23,split,EL,ESTEE LAUDER COMPANIES INC,2,N/A,N/A,EL
1999-06-03,split,EL,ESTEE LAUDER COMPANIES INC,2,N/A,N/A,EL
2019-10-16,split,ELS,EQUITY LIFESTYLE PROPERTIES INC,2,N/A,N/A,ELS
2013-07-16,split,ELS,EQUITY LIFESTYLE PROPERTIES INC,2,N/A,N/A,ELS
2005-06-01,split,ELV,ELEVANCE HEALTH INC,2,N/A,N/A,ELV
2007-07-10,split,EME,EMCOR GROUP INC,2,N/A,N/A,EME
2006-02-13,split,EME,EMCOR GROUP INC,2,N/A,N/A,EME
2011-10-04,split,EMN,EASTMAN CHEMICAL CO,2,N/A,N/A,EMN
2006-12-12,split,EMR,EMERSON ELECTRIC CO,2,N/A,N/A,EMR
2015-12-24,split,ENSG,ENSIGN GROUP INC,2,N/A,N/A,ENSG
2014-04-01,split,EOG,EOG RESOURCES INC,2,N/A,N/A,EOG
2005-03-02,split,EOG,EOG RESOURCES INC,2,N/A,N/A,EOG
2012-01-19,split,EPAM,EPAM SYSTEMS INC,8,N/A,N/A,EPAM
2002-12-31,split,EQIX,EQUINIX INC,0.03125,N/A,N/A,EQIX
2005-09-02,split,EQT,EQT CORP,2,N/A,N/A,EQT
2001-06-12,split,EQT,EQT CORP,2,N/A,N/A,EQT
2005-09-26,split,ESE,ESCO TECHNOLOGIES INC,2,N/A,N/A,ESE
2011-03-01,split,ETN,EATON CORP PLC,2,N/A,N/A,ETN
2004-02-24,split,ETN,EATON CORP PLC,2,N/A,N/A,ETN
2024-12-13,split,ETR,ENTERGY CORP,2,N/A,N/A,ETR
2020-06-01,split,EW,EDWARDS LIFESCIENCES CORP,3,N/A,N/A,EW
2015-12-14,split,EW,EDWARDS LIFESCIENCES CORP,2,N/A,N/A,EW
2010-05-28,split,EW,EDWARDS LIFESCIENCES CORP,2,N/A,N/A,EW
2004-06-22,split,EWBC,EAST WEST BANCORP INC,2,N/A,N/A,EWBC
2004-05-06,split,EXC,EXELON CORP,2,N/A,N/A,EXC
2023-08-02,split,EXLS,EXLSERVICE HOLDINGS INC,5,N/A,N/A,EXLS
2006-02-27,split,EXP,EAGLE MATERIALS INC,3,N/A,N/A,EXP
2006-06-26,split,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2,N/A,N/A,EXPD
2002-06-25,split,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2,N/A,N/A,EXPD
1999-06-01,split,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2,N/A,N/A,EXPD
2011-12-21,split,EXPE,EXPEDIA GROUP INC,0.5,N/A,N/A,EXPE
2000-02-25,split,EXPE,EXPEDIA GROUP INC,2,N/A,N/A,EXPE
1998-03-27,split,EXPE,EXPEDIA GROUP INC,2,N/A,N/A,EXPE
2018-06-08,split,EXPO,EXPONENT INC,2,N/A,N/A,EXPO
2015-06-05,split,EXPO,EXPONENT INC,2,N/A,N/A,EXPO
2006-06-12,split,EXPO,EXPONENT INC,2,N/A,N/A,EXPO
2000-08-25,split,EXTR,EXTREME NETWORKS INC,2,N/A,N/A,EXTR
2006-12-12,split,EZPW,EZCORP INC,3,N/A,N/A,EZPW
2025-05-22,split,FAST,FASTENAL CO,2,N/A,N/A,FAST
2019-05-23,split,FAST,FASTENAL CO,2,N/A,N/A,FAST
2011-05-23,split,FAST,FASTENAL CO,2,N/A,N/A,FAST
2005-11-14,split,FAST,FASTENAL CO,2,N/A,N/A,FAST
2002-05-13,split,FAST,FASTENAL CO,2,N/A,N/A,FAST
2004-11-16,split,FBNC,FIRST BANCORP,1.5,N/A,N/A,FBNC
1999-09-14,split,FBNC,FIRST BANCORP,1.5,N/A,N/A,FBNC
2011-01-07,split,FBP,FIRST BANCORP,0.06667,N/A,N/A,FBP
2005-07-01,split,FBP,FIRST BANCORP,2,N/A,N/A,FBP
2002-10-01,split,FBP,FIRST BANCORP,1.5,N/A,N/A,FBP
1998-06-01,split,FBP,FIRST BANCORP,2,N/A,N/A,FBP
1999-11-19,split,FCF,FIRST COMMONWEALTH FINANCIAL CORP,2,N/A,N/A,FCF
2006-02-22,split,FCFS,FIRSTCASH HOLDINGS INC,2,N/A,N/A,FCFS
2004-04-06,split,FCFS,FIRSTCASH HOLDINGS INC,1.5,N/A,N/A,FCFS
2003-06-05,split,FCN,FTI CONSULTING INC,1.5,N/A,N/A,FCN
2002-01-17,split,FCN,FTI CONSULTING INC,1.5,N/A,N/A,FCN
2011-02-02,split,FCX,FREEPORT-MCMORAN INC,2,N/A,N/A,FCX
2005-02-07,split,FDS,FACTSET RESEARCH SYSTEMS INC,1.5,N/A,N/A,FDS
2000-02-07,split,FDS,FACTSET RESEARCH SYSTEMS INC,2,N/A,N/A,FDS
1999-02-08,split,FDS,FACTSET RESEARCH SYSTEMS INC,1.5,N/A,N/A,FDS
1999-05-07,split,FDX,FEDEX CORP,2,N/A,N/A,FDX
2013-03-19,split,FELE,FRANKLIN ELECTRIC CO INC,2,N/A,N/A,FELE
2004-06-16,split,FELE,FRANKLIN ELECTRIC CO INC,2,N/A,N/A,FELE
2002-03-25,split,FELE,FRANKLIN ELECTRIC CO INC,2,N/A,N/A,FELE
1998-06-02,split,FFBC,FIRST FINANCIAL BANCORP,2,N/A,N/A,FFBC
2019-06-04,split,FFIN,FIRST FINANCIAL BANKSHARES INC,2,N/A,N/A,FFIN
2014-06-03,split,FFIN,FIRST FINANCIAL BANKSHARES INC,2,N/A,N/A,FFIN
2011-06-02,split,FFIN,FIRST FINANCIAL BANKSHARES INC,1.5,N/A,N/A,FFIN
2005-06-02,split,FFIN,FIRST FINANCIAL BANKSHARES INC,1.33333,N/A,N/A,FFIN
2001-06-04,split,FFIN,FIRST FINANCIAL BANKSHARES INC,1.25,N/A,N/A,FFIN
2007-08-21,split,FFIV,F5 INC,2,N/A,N/A,FFIV
2000-07-18,split,FHI,FEDERATED HERMES INC,1.5,N/A,N/A,FHI
1998-02-23,split,FHN,FIRST HORIZON CORP,2,N/A,N/A,FHN
2010-02-20,split,FIBK,FIRST INTERSTATE BANCSYSTEM INC,4,N/A,N/A,FIBK
2004-03-11,split,FICO,FAIR ISAAC CORP,1.5,N/A,N/A,FICO
2002-06-06,split,FICO,FAIR ISAAC CORP,1.5,N/A,N/A,FICO
2001-06-05,split,FICO,FAIR ISAAC CORP,1.5,N/A,N/A,FICO
2000-07-17,split,FITB,FIFTH THIRD BANCORP,1.5,N/A,N/A,FITB
1998-04-16,split,FITB,FIFTH THIRD BANCORP,1.5,N/A,N/A,FITB
2021-02-22,split,FIZZ,NATIONAL BEVERAGE CORP,2,N/A,N/A,FIZZ
2004-03-23,split,FIZZ,NATIONAL BEVERAGE CORP,2,N/A,N/A,FIZZ
2000-10-17,split,FLEX,FLEX LTD,2,N/A,N/A,FLEX
1999-12-23,split,FLEX,FLEX LTD,2,N/A,N/A,FLEX
1999-01-12,split,FLEX,FLEX LTD,2,N/A,N/A,FLEX
2024-07-12,split,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,0.33333,N/A,N/A,FLG
2004-02-18,split,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,1.33333,N/A,N/A,FLG
2003-05-22,split,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,1.33333,N/A,N/A,FLG
2001-09-21,split,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,1.5,N/A,N/A,FLG
2001-03-30,split,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,1.5,N/A,N/A,FLG
1998-09-30,split,FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,1.5,N/A,N/A,FLG
2008-07-17,split,FLR,FLUOR CORP,2,N/A,N/A,FLR
2013-06-24,split,FLS,FLOWSERVE CORP,3,N/A,N/A,FLS
2022-06-23,split,FTNT,FORTINET INC,5,N/A,N/A,FTNT
2011-06-02,split,FTNT,FORTINET INC,2,N/A,N/A,FTNT
2006-08-07,split,FUL,FULLER H B CO,2,N/A,N/A,FUL
2001-11-19,split,FUL,FULLER H B CO,2,N/A,N/A,FUL
2006-05-17,split,FULT,FULTON FINANCIAL CORP,1.05,N/A,N/A,FULT
2005-06-09,split,FULT,FULTON FINANCIAL CORP,1.25,N/A,N/A,FULT
2004-05-12,split,FULT,FULTON FINANCIAL CORP,1.05,N/A,N/A,FULT
2003-04-28,split,FULT,FULTON FINANCIAL CORP,1.05,N/A,N/A,FULT
2002-05-21,split,FULT,FULTON FINANCIAL CORP,1.25,N/A,N/A,FULT
2001-04-30,split,FULT,FULTON FINANCIAL CORP,1.05,N/A,N/A,FULT
2000-05-04,split,FULT,FULTON FINANCIAL CORP,1.05,N/A,N/A,FULT
1999-05-06,split,FULT,FULTON FINANCIAL CORP,1.1,N/A,N/A,FULT
1998-05-28,split,FULT,FULTON FINANCIAL CORP,1.25,N/A,N/A,FULT
1999-06-22,split,GAP,GAP INC,1.5,N/A,N/A,GAP
1998-12-01,split,GAP,GAP INC,1.5,N/A,N/A,GAP
1998-06-02,split,GATX,GATX CORP,2,N/A,N/A,GATX
2006-12-15,split,GBCI,GLACIER BANCORP INC,1.5,N/A,N/A,GBCI
2005-05-27,split,GBCI,GLACIER BANCORP INC,1.25,N/A,N/A,GBCI
2004-05-21,split,GBCI,GLACIER BANCORP INC,1.25,N/A,N/A,GBCI
2006-03-27,split,GD,GENERAL DYNAMICS CORP,2,N/A,N/A,GD
1998-04-03,split,GD,GENERAL DYNAMICS CORP,2,N/A,N/A,GD
2021-08-02,split,GE,GE AEROSPACE,0.125,N/A,N/A,GE
2000-05-08,split,GE,GE AEROSPACE,3,N/A,N/A,GE
2007-04-12,split,GEF,GREIF INC,2,N/A,N/A,GEF
2004-12-01,split,GEN,GEN DIGITAL INC,2,N/A,N/A,GEN
2003-11-20,split,GEN,GEN DIGITAL INC,2,N/A,N/A,GEN
2002-02-01,split,GEN,GEN DIGITAL INC,2,N/A,N/A,GEN
2017-04-25,split,GEO,GEO GROUP INC,1.5,N/A,N/A,GEO
2007-06-01,split,GEO,GEO GROUP INC,2,N/A,N/A,GEO
2006-10-02,split,GEO,GEO GROUP INC,1.5,N/A,N/A,GEO
2017-12-28,split,GGG,GRACO INC,3,N/A,N/A,GGG
2004-03-31,split,GGG,GRACO INC,1.5,N/A,N/A,GGG
2002-06-07,split,GGG,GRACO INC,1.5,N/A,N/A,GGG
2001-02-07,split,GGG,GRACO INC,1.5,N/A,N/A,GGG
1998-02-05,split,GGG,GRACO INC,1.5,N/A,N/A,GGG
2013-01-28,split,GILD,GILEAD SCIENCES INC,2,N/A,N/A,GILD
2007-06-25,split,GILD,GILEAD SCIENCES INC,2,N/A,N/A,GILD
2004-09-07,split,GILD,GILEAD SCIENCES INC,2,N/A,N/A,GILD
2002-03-08,split,GILD,GILEAD SCIENCES INC,2,N/A,N/A,GILD
2001-02-22,split,GILD,GILEAD SCIENCES INC,2,N/A,N/A,GILD
2010-06-09,split,GIS,GENERAL MILLS INC,2,N/A,N/A,GIS
1999-11-09,split,GIS,GENERAL MILLS INC,2,N/A,N/A,GIS
2014-07-02,split,GL,GLOBE LIFE INC,1.5,N/A,N/A,GL
2011-07-05,split,GL,GLOBE LIFE INC,1.5,N/A,N/A,GL
2000-10-04,split,GLW,CORNING INC,3,N/A,N/A,GLW
2010-11-01,split,GM,GENERAL MOTORS CO,3,N/A,N/A,GM
2022-07-22,split,GME,GAMESTOP CORP,4,N/A,N/A,GME
2007-03-19,split,GME,GAMESTOP CORP,2,N/A,N/A,GME
2010-02-08,split,GNRC,GENERAC HOLDINGS INC,0.30358,N/A,N/A,GNRC
2015-01-02,split,GNTX,GENTEX CORP,2,N/A,N/A,GNTX
2005-05-09,split,GNTX,GENTEX CORP,2,N/A,N/A,GNTX
1998-06-22,split,GNTX,GENTEX CORP,2,N/A,N/A,GNTX
2022-07-18,split,GOOG,ALPHABET INC,20,N/A,N/A,GOOG
2022-07-18,split,GOOGL,ALPHABET INC,20,N/A,N/A,GOOGL
2014-04-03,split,GOOGL,ALPHABET INC,2,N/A,N/A,GOOGL
2015-11-03,split,GPN,GLOBAL PAYMENTS INC,2,N/A,N/A,GPN
2005-10-31,split,GPN,GLOBAL PAYMENTS INC,2,N/A,N/A,GPN
2014-09-24,split,GRBK,GREEN BRICK PARTNERS INC,1.532,N/A,N/A,GRBK
2012-06-15,split,GRBK,GREEN BRICK PARTNERS INC,0.05,N/A,N/A,GRBK
2007-06-13,split,GRBK,GREEN BRICK PARTNERS INC,5042.104,N/A,N/A,GRBK
2006-08-16,split,GRMN,GARMIN LTD,2,N/A,N/A,GRMN
2001-04-16,split,GVA,GRANITE CONSTRUCTION INC,1.5,N/A,N/A,GVA
1998-08-10,split,GVA,GRANITE CONSTRUCTION INC,1.5,N/A,N/A,GVA
1998-06-15,split,GWW,WW GRAINGER INC,2,N/A,N/A,GWW
2012-12-03,split,HAE,HAEMONETICS CORP,2,N/A,N/A,HAE
2006-07-17,split,HAL,HALLIBURTON CO,2,N/A,N/A,HAL
1999-03-16,split,HAS,HASBRO INC,1.5,N/A,N/A,HAS
1999-12-31,split,HD,HOME DEPOT INC,1.5,N/A,N/A,HD
1998-07-06,split,HD,HOME DEPOT INC,2,N/A,N/A,HD
1998-07-16,split,HIG,HARTFORD INSURANCE GROUP INC,2,N/A,N/A,HIG
2017-01-04,split,HLT,HILTON WORLDWIDE HOLDINGS INC,0.33333,N/A,N/A,HLT
1998-03-30,split,HNI,HNI CORP,2,N/A,N/A,HNI
2000-04-10,split,HOG,HARLEY-DAVIDSON INC,2,N/A,N/A,HOG
2016-06-09,split,HOMB,HOME BANCSHARES INC,2,N/A,N/A,HOMB
2013-06-13,split,HOMB,HOME BANCSHARES INC,2,N/A,N/A,HOMB
2026-06-29,split,HON,HONEYWELL INTERNATIONAL INC,0.5,N/A,N/A,HON
2006-07-10,split,HP,HELMERICH & PAYNE INC,2,N/A,N/A,HP
1998-01-02,split,HP,HELMERICH & PAYNE INC,2,N/A,N/A,HP
2000-10-30,split,HPQ,HP INC,2,N/A,N/A,HPQ
2014-12-16,split,HR,HEALTHCARE REALTY TRUST INC,0.5,N/A,N/A,HR
2005-08-23,split,HRB,H&R BLOCK INC,2,N/A,N/A,HRB
2001-08-02,split,HRB,H&R BLOCK INC,2,N/A,N/A,HRB
2016-02-10,split,HRL,HORMEL FOODS CORP,2,N/A,N/A,HRL
2011-02-15,split,HRL,HORMEL FOODS CORP,2,N/A,N/A,HRL
2000-02-16,split,HRL,HORMEL FOODS CORP,2,N/A,N/A,HRL
2017-09-15,split,HSIC,HENRY SCHEIN INC,2,N/A,N/A,HSIC
2005-03-01,split,HSIC,HENRY SCHEIN INC,2,N/A,N/A,HSIC
2004-06-16,split,HSY,HERSHEY CO,2,N/A,N/A,HSY
2006-03-17,split,HTO,H2O AMERICA,2,N/A,N/A,HTO
2004-03-02,split,HTO,H2O AMERICA,3,N/A,N/A,HTO
2024-01-29,split,HUBG,HUB GROUP INC,2,N/A,N/A,HUBG
2006-06-07,split,HUBG,HUB GROUP INC,2,N/A,N/A,HUBG
2005-05-12,split,HUBG,HUB GROUP INC,2,N/A,N/A,HUBG
2004-03-19,split,HWC,HANCOCK WHITNEY CORP,2,N/A,N/A,HWC
2002-08-06,split,HWC,HANCOCK WHITNEY CORP,1.5,N/A,N/A,HWC
2021-03-02,split,HWKN,HAWKINS INC,2,N/A,N/A,HWKN
2016-10-06,split,HWM,HOWMET AEROSPACE INC,0.33333,N/A,N/A,HWM
2000-06-12,split,HWM,HOWMET AEROSPACE INC,2,N/A,N/A,HWM
1999-02-26,split,HWM,HOWMET AEROSPACE INC,2,N/A,N/A,HWM
2025-06-18,split,IBKR,INTERACTIVE BROKERS GROUP INC,4,N/A,N/A,IBKR
1999-05-27,split,IBM,INTERNATIONAL BUSINESS MACHINES CORP,2,N/A,N/A,IBM
2007-05-17,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.1,N/A,N/A,IBOC
2005-06-01,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
2004-06-01,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
2003-06-17,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
2002-06-17,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
2001-06-18,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
2000-06-13,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
1999-06-14,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
1998-06-15,split,IBOC,INTERNATIONAL BANCSHARES CORP,1.25,N/A,N/A,IBOC
2016-11-04,split,ICE,INTERCONTINENTAL EXCHANGE INC,5,N/A,N/A,ICE
2002-03-18,split,ICUI,ICU MEDICAL INC,1.5,N/A,N/A,ICUI
2015-06-16,split,IDXX,IDEXX LABORATORIES INC,2,N/A,N/A,IDXX
2007-11-27,split,IDXX,IDEXX LABORATORIES INC,2,N/A,N/A,IDXX
2007-05-22,split,IEX,IDEX CORP,1.5,N/A,N/A,IEX
2004-06-01,split,IEX,IDEX CORP,1.5,N/A,N/A,IEX
2008-09-23,split,ILMN,ILLUMINA INC,2,N/A,N/A,ILMN
2000-09-01,split,INCY,INCYTE CORP,2,N/A,N/A,INCY
2022-10-10,split,INDV,INDIVIOR PHARMACEUTICALS INC,0.2,N/A,N/A,INDV
2005-01-26,split,INGR,INGREDION INC,2,N/A,N/A,INGR
2016-11-12,split,INSW,INTERNATIONAL SEAWAYS INC,285269,N/A,N/A,INSW
2000-07-31,split,INTC,INTEL CORP,2,N/A,N/A,INTC
1999-04-12,split,INTC,INTEL CORP,2,N/A,N/A,INTC
2006-07-07,split,INTU,INTUIT INC,2,N/A,N/A,INTU
1999-10-01,split,INTU,INTUIT INC,3,N/A,N/A,INTU
2007-07-23,split,IOSP,INNOSPEC INC,2,N/A,N/A,IOSP
2008-06-02,split,IPAR,INTERPARFUMS INC,1.5,N/A,N/A,IPAR
2001-09-20,split,IPAR,INTERPARFUMS INC,1.5,N/A,N/A,IPAR
2000-06-16,split,IPAR,INTERPARFUMS INC,1.5,N/A,N/A,IPAR
2007-01-03,split,IRM,IRON MOUNTAIN INC,1.5,N/A,N/A,IRM
2004-07-01,split,IRM,IRON MOUNTAIN INC,1.5,N/A,N/A,IRM
2002-01-02,split,IRM,IRON MOUNTAIN INC,1.5,N/A,N/A,IRM
1998-08-03,split,IRM,IRON MOUNTAIN INC,1.5,N/A,N/A,IRM
2021-10-05,split,ISRG,INTUITIVE SURGICAL INC,3,N/A,N/A,ISRG
2017-10-06,split,ISRG,INTUITIVE SURGICAL INC,3,N/A,N/A,ISRG
2003-07-01,split,ISRG,INTUITIVE SURGICAL INC,0.5,N/A,N/A,ISRG
2011-11-01,split,ITT,ITT INC,0.5,N/A,N/A,ITT
2006-02-22,split,ITT,ITT INC,2,N/A,N/A,ITT
2006-05-26,split,ITW,ILLINOIS TOOL WORKS INC,2,N/A,N/A,ITW
2021-08-06,split,IVT,INVENTRUST PROPERTIES CORP,0.1,N/A,N/A,IVT
2007-11-01,split,IVZ,INVESCO LTD,0.5,N/A,N/A,IVZ
2000-11-08,split,IVZ,INVESCO LTD,2.5,N/A,N/A,IVZ
1998-04-27,split,IVZ,INVESCO LTD,2,N/A,N/A,IVZ
2007-03-16,split,J,JACOBS SOLUTIONS INC,2,N/A,N/A,J
2002-04-02,split,J,JACOBS SOLUTIONS INC,2,N/A,N/A,J
2005-05-24,split,JBHT,HUNT J B TRANSPORT SERVICES INC,2,N/A,N/A,JBHT
2003-09-02,split,JBHT,HUNT J B TRANSPORT SERVICES INC,2,N/A,N/A,JBHT
2000-03-31,split,JBL,JABIL INC,2,N/A,N/A,JBL
1999-02-18,split,JBL,JABIL INC,2,N/A,N/A,JBL
2007-10-03,split,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,3,N/A,N/A,JCI
2004-01-05,split,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,2,N/A,N/A,JCI
2006-06-15,split,JEF,JEFFERIES FINANCIAL GROUP INC,2,N/A,N/A,JEF
